date,customer,ab_test_group,is_viewthrough_install,installs
2022-09-02,customer_13,experiment,FALSE,4.00
2022-09-02,customer_14,control,FALSE,815.00
2022-09-02,customer_14,control,TRUE,153.00
2022-09-02,customer_14,experiment,FALSE,693.00
2022-09-02,customer_14,experiment,TRUE,524.00
2022-09-02,customer_15,control,FALSE,654.00
2022-09-02,customer_15,control,TRUE,82.00
2022-09-02,customer_15,experiment,FALSE,710.00
2022-09-02,customer_15,experiment,TRUE,94.00
2022-09-02,customer_16,control,FALSE,5601.00
2022-09-02,customer_16,control,TRUE,308.00
2022-09-02,customer_16,experiment,FALSE,5409.00
2022-09-02,customer_16,experiment,TRUE,570.00
2022-09-02,customer_17,control,FALSE,1215.00
2022-09-02,customer_17,control,TRUE,12.00
2022-09-02,customer_17,experiment,FALSE,1193.00
2022-09-02,customer_17,experiment,TRUE,16.00
2022-09-02,customer_18,control,FALSE,266.00
2022-09-02,customer_18,control,TRUE,9.00
2022-09-02,customer_18,experiment,FALSE,280.00
2022-09-02,customer_18,experiment,TRUE,13.00
2022-09-02,customer_19,control,FALSE,70.00
2022-09-02,customer_19,experiment,FALSE,58.00
2022-09-02,customer_19,experiment,TRUE,14.00
2022-09-02,customer_20,control,FALSE,468.00
2022-09-02,customer_20,control,TRUE,15.00
2022-09-02,customer_20,experiment,FALSE,478.00
2022-09-02,customer_20,experiment,TRUE,17.00
2022-09-02,customer_21,control,FALSE,26.00
2022-09-02,customer_21,control,TRUE,2.00
2022-09-02,customer_21,experiment,FALSE,22.00
2022-09-02,customer_21,experiment,TRUE,2.00
2022-09-02,customer_22,control,FALSE,134.00
2022-09-02,customer_22,control,TRUE,21.00
2022-09-02,customer_22,experiment,FALSE,123.00
2022-09-02,customer_22,experiment,TRUE,25.00
2022-09-02,customer_23,control,FALSE,102.00
2022-09-02,customer_23,control,TRUE,9.00
2022-09-02,customer_23,experiment,FALSE,101.00
2022-09-02,customer_23,experiment,TRUE,15.00
2022-09-02,customer_24,control,FALSE,633.00
2022-09-02,customer_24,control,TRUE,49.00
2022-09-02,customer_24,experiment,FALSE,587.00
2022-09-02,customer_24,experiment,TRUE,82.00
2022-09-02,customer_25,control,FALSE,8319.00
2022-09-02,customer_25,control,TRUE,2404.00
2022-09-02,customer_25,experiment,FALSE,7734.00
2022-09-02,customer_25,experiment,TRUE,4255.00
2022-09-02,customer_26,control,FALSE,165.00
2022-09-02,customer_26,control,TRUE,19.00
2022-09-02,customer_26,experiment,FALSE,172.00
2022-09-02,customer_26,experiment,TRUE,41.00
2022-09-02,customer_27,control,FALSE,598.00
2022-09-02,customer_27,control,TRUE,33.00
2022-09-02,customer_27,experiment,FALSE,644.00
2022-09-02,customer_27,experiment,TRUE,36.00
2022-09-02,customer_28,control,FALSE,395.00
2022-09-02,customer_28,control,TRUE,165.00
2022-09-02,customer_28,experiment,FALSE,446.00
2022-09-02,customer_28,experiment,TRUE,162.00
2022-09-02,customer_29,control,FALSE,39.00
2022-09-02,customer_29,control,TRUE,22.00
2022-09-02,customer_29,experiment,FALSE,48.00
2022-09-02,customer_29,experiment,TRUE,20.00
2022-09-02,customer_30,control,FALSE,579.00
2022-09-02,customer_30,control,TRUE,44.00
2022-09-02,customer_30,experiment,FALSE,546.00
2022-09-02,customer_30,experiment,TRUE,50.00
2022-09-03,customer_1,control,FALSE,4198.00
2022-09-03,customer_1,control,TRUE,239.00
2022-09-03,customer_1,experiment,FALSE,3439.00
2022-09-03,customer_1,experiment,TRUE,1292.00
2022-09-03,customer_2,control,FALSE,3019.00
2022-09-03,customer_2,control,TRUE,270.00
2022-09-03,customer_2,experiment,FALSE,2866.00
2022-09-03,customer_2,experiment,TRUE,347.00
2022-09-03,customer_3,control,FALSE,2711.00
2022-09-03,customer_3,control,TRUE,608.00
2022-09-03,customer_3,experiment,FALSE,2281.00
2022-09-03,customer_3,experiment,TRUE,1879.00
2022-09-03,customer_4,control,FALSE,4254.00
2022-09-03,customer_4,control,TRUE,309.00
2022-09-03,customer_4,experiment,FALSE,4276.00
2022-09-03,customer_4,experiment,TRUE,346.00
2022-09-03,customer_5,control,FALSE,1246.00
2022-09-03,customer_5,control,TRUE,357.00
2022-09-03,customer_5,experiment,FALSE,1281.00
2022-09-03,customer_5,experiment,TRUE,345.00
2022-09-03,customer_6,control,FALSE,288.00
2022-09-03,customer_6,control,TRUE,14.00
2022-09-03,customer_6,experiment,FALSE,294.00
2022-09-03,customer_6,experiment,TRUE,15.00
2022-09-03,customer_7,control,FALSE,449.00
2022-09-03,customer_7,control,TRUE,69.00
2022-09-03,customer_7,experiment,FALSE,436.00
2022-09-03,customer_7,experiment,TRUE,188.00
2022-09-03,customer_8,control,FALSE,576.00
2022-09-03,customer_8,control,TRUE,52.00
2022-09-03,customer_8,experiment,FALSE,434.00
2022-09-03,customer_8,experiment,TRUE,220.00
2022-09-03,customer_9,control,FALSE,388.00
2022-09-03,customer_9,control,TRUE,73.00
2022-09-03,customer_9,experiment,FALSE,403.00
2022-09-03,customer_9,experiment,TRUE,81.00
2022-09-03,customer_10,control,FALSE,183.00
2022-09-03,customer_10,control,TRUE,161.00
2022-09-03,customer_10,experiment,FALSE,63.00
2022-09-03,customer_10,experiment,TRUE,2373.00
2022-09-03,customer_11,control,FALSE,2581.00
2022-09-03,customer_11,control,TRUE,2570.00
2022-09-03,customer_11,experiment,FALSE,2322.00
2022-09-03,customer_11,experiment,TRUE,2924.00
2022-09-03,customer_12,control,FALSE,803.00
2022-09-03,customer_12,control,TRUE,64.00
2022-09-03,customer_12,experiment,FALSE,683.00
2022-09-03,customer_12,experiment,TRUE,145.00
2022-09-03,customer_13,control,FALSE,23.00
2022-09-03,customer_13,experiment,FALSE,14.00
2022-09-03,customer_14,control,FALSE,838.00
2022-09-03,customer_14,control,TRUE,147.00
2022-09-03,customer_14,experiment,FALSE,758.00
2022-09-03,customer_14,experiment,TRUE,632.00
2022-09-03,customer_15,control,FALSE,549.00
2022-09-03,customer_15,control,TRUE,97.00
2022-09-03,customer_15,experiment,FALSE,591.00
2022-09-03,customer_15,experiment,TRUE,74.00
2022-09-03,customer_16,control,FALSE,5511.00
2022-09-03,customer_16,control,TRUE,320.00
2022-09-03,customer_16,experiment,FALSE,5331.00
2022-09-03,customer_16,experiment,TRUE,640.00
2022-09-03,customer_17,control,FALSE,1440.00
2022-09-03,customer_17,control,TRUE,14.00
2022-09-03,customer_17,experiment,FALSE,1431.00
2022-09-03,customer_17,experiment,TRUE,26.00
2022-09-03,customer_18,control,FALSE,285.00
2022-09-03,customer_18,control,TRUE,10.00
2022-09-03,customer_18,experiment,FALSE,316.00
2022-09-03,customer_18,experiment,TRUE,16.00
2022-09-03,customer_19,control,FALSE,89.00
2022-09-03,customer_19,control,TRUE,4.00
2022-09-03,customer_19,experiment,FALSE,82.00
2022-09-03,customer_19,experiment,TRUE,11.00
2022-09-03,customer_20,control,FALSE,481.00
2022-09-03,customer_20,control,TRUE,20.00
2022-09-03,customer_20,experiment,FALSE,514.00
2022-09-03,customer_20,experiment,TRUE,21.00
2022-09-03,customer_21,control,FALSE,28.00
2022-09-03,customer_21,control,TRUE,1.00
2022-09-03,customer_21,experiment,FALSE,23.00
2022-09-03,customer_21,experiment,TRUE,5.00
2022-09-03,customer_22,control,FALSE,144.00
2022-09-03,customer_22,control,TRUE,21.00
2022-09-03,customer_22,experiment,FALSE,149.00
2022-09-03,customer_22,experiment,TRUE,34.00
2022-09-03,customer_23,control,FALSE,89.00
2022-09-03,customer_23,control,TRUE,7.00
2022-09-03,customer_23,experiment,FALSE,86.00
2022-09-03,customer_23,experiment,TRUE,4.00
2022-09-03,customer_24,control,FALSE,698.00
2022-09-03,customer_24,control,TRUE,51.00
2022-09-03,customer_24,experiment,FALSE,682.00
2022-09-03,customer_24,experiment,TRUE,75.00
2022-09-03,customer_25,control,FALSE,8059.00
2022-09-03,customer_25,control,TRUE,2141.00
2022-09-03,customer_25,experiment,FALSE,7574.00
2022-09-03,customer_25,experiment,TRUE,3997.00
2022-09-03,customer_26,control,FALSE,192.00
2022-09-03,customer_26,control,TRUE,20.00
2022-09-03,customer_26,experiment,FALSE,202.00
2022-09-03,customer_26,experiment,TRUE,39.00
2022-09-03,customer_27,control,FALSE,702.00
2022-09-03,customer_27,control,TRUE,33.00
2022-09-03,customer_27,experiment,FALSE,651.00
2022-09-03,customer_27,experiment,TRUE,47.00
2022-09-03,customer_28,control,FALSE,461.00
2022-09-03,customer_28,control,TRUE,194.00
2022-09-03,customer_28,experiment,FALSE,479.00
2022-09-03,customer_28,experiment,TRUE,201.00
2022-09-03,customer_29,control,FALSE,40.00
2022-09-03,customer_29,control,TRUE,32.00
2022-09-03,customer_29,experiment,FALSE,48.00
2022-09-03,customer_29,experiment,TRUE,19.00
2022-09-03,customer_30,control,FALSE,673.00
2022-09-03,customer_30,control,TRUE,44.00
2022-09-03,customer_30,experiment,FALSE,683.00
2022-09-03,customer_30,experiment,TRUE,61.00
2022-09-04,customer_1,control,FALSE,4170.00
2022-09-04,customer_1,control,TRUE,219.00
2022-09-04,customer_1,experiment,FALSE,3516.00
2022-09-04,customer_1,experiment,TRUE,1393.00
2022-09-04,customer_2,control,FALSE,3111.00
2022-09-04,customer_2,control,TRUE,284.00
2022-09-04,customer_2,experiment,FALSE,3147.00
2022-09-04,customer_2,experiment,TRUE,395.00
2022-09-04,customer_3,control,FALSE,2630.00
2022-09-04,customer_3,control,TRUE,682.00
2022-09-04,customer_3,experiment,FALSE,2250.00
2022-09-04,customer_3,experiment,TRUE,1950.00
2022-09-04,customer_4,control,FALSE,4359.00
2022-09-04,customer_4,control,TRUE,342.00
2022-09-04,customer_4,experiment,FALSE,4369.00
2022-09-04,customer_4,experiment,TRUE,398.00
2022-09-04,customer_5,control,FALSE,1303.00
2022-09-04,customer_5,control,TRUE,411.00
2022-09-04,customer_5,experiment,FALSE,1353.00
2022-09-04,customer_5,experiment,TRUE,383.00
2022-09-04,customer_6,control,FALSE,277.00
2022-09-04,customer_6,control,TRUE,10.00
2022-09-04,customer_6,experiment,FALSE,309.00
2022-09-04,customer_6,experiment,TRUE,18.00
2022-09-04,customer_7,control,FALSE,450.00
2022-09-04,customer_7,control,TRUE,51.00
2022-09-04,customer_7,experiment,FALSE,358.00
2022-09-04,customer_7,experiment,TRUE,142.00
2022-09-04,customer_8,control,FALSE,632.00
2022-09-04,customer_8,control,TRUE,52.00
2022-09-04,customer_8,experiment,FALSE,456.00
2022-09-04,customer_8,experiment,TRUE,239.00
2022-09-04,customer_9,control,FALSE,463.00
2022-09-04,customer_9,control,TRUE,90.00
2022-09-04,customer_9,experiment,FALSE,474.00
2022-09-04,customer_9,experiment,TRUE,109.00
2022-09-04,customer_10,control,FALSE,199.00
2022-09-04,customer_10,control,TRUE,182.00
2022-09-04,customer_10,experiment,FALSE,47.00
2022-09-04,customer_10,experiment,TRUE,2223.00
2022-09-04,customer_11,control,FALSE,2459.00
2022-09-04,customer_11,control,TRUE,2412.00
2022-09-04,customer_11,experiment,FALSE,2112.00
2022-09-04,customer_11,experiment,TRUE,2972.00
2022-09-04,customer_12,control,FALSE,734.00
2022-09-04,customer_12,control,TRUE,46.00
2022-09-04,customer_12,experiment,FALSE,690.00
2022-09-04,customer_12,experiment,TRUE,254.00
2022-09-04,customer_13,control,FALSE,31.00
2022-09-04,customer_13,experiment,FALSE,9.00
2022-09-04,customer_14,control,FALSE,1003.00
2022-09-04,customer_14,control,TRUE,192.00
2022-09-04,customer_14,experiment,FALSE,788.00
2022-09-04,customer_14,experiment,TRUE,679.00
2022-09-04,customer_15,control,FALSE,592.00
2022-09-04,customer_15,control,TRUE,74.00
2022-09-04,customer_15,experiment,FALSE,537.00
2022-09-04,customer_15,experiment,TRUE,101.00
2022-09-04,customer_16,control,FALSE,5584.00
2022-09-04,customer_16,control,TRUE,347.00
2022-09-04,customer_16,experiment,FALSE,5490.00
2022-09-04,customer_16,experiment,TRUE,676.00
2022-09-04,customer_17,control,FALSE,1381.00
2022-09-04,customer_17,control,TRUE,11.00
2022-09-04,customer_17,experiment,FALSE,1342.00
2022-09-04,customer_17,experiment,TRUE,24.00
2022-09-04,customer_18,control,FALSE,271.00
2022-09-04,customer_18,control,TRUE,12.00
2022-09-04,customer_18,experiment,FALSE,328.00
2022-09-04,customer_18,experiment,TRUE,13.00
2022-09-04,customer_19,control,FALSE,79.00
2022-09-04,customer_19,control,TRUE,8.00
2022-09-04,customer_19,experiment,FALSE,73.00
2022-09-04,customer_19,experiment,TRUE,12.00
2022-09-04,customer_20,control,FALSE,522.00
2022-09-04,customer_20,control,TRUE,18.00
2022-09-04,customer_20,experiment,FALSE,531.00
2022-09-04,customer_20,experiment,TRUE,23.00
2022-09-04,customer_21,control,FALSE,33.00
2022-09-04,customer_21,experiment,FALSE,27.00
2022-09-04,customer_21,experiment,TRUE,1.00
2022-09-04,customer_22,control,FALSE,132.00
2022-09-04,customer_22,control,TRUE,26.00
2022-09-04,customer_22,experiment,FALSE,137.00
2022-09-04,customer_22,experiment,TRUE,32.00
2022-09-04,customer_23,control,FALSE,68.00
2022-09-04,customer_23,control,TRUE,7.00
2022-09-04,customer_23,experiment,FALSE,83.00
2022-09-04,customer_23,experiment,TRUE,5.00
2022-09-04,customer_24,control,FALSE,670.00
2022-09-04,customer_24,control,TRUE,57.00
2022-09-04,customer_24,experiment,FALSE,727.00
2022-09-04,customer_24,experiment,TRUE,90.00
2022-09-04,customer_25,control,FALSE,8068.00
2022-09-04,customer_25,control,TRUE,2116.00
2022-09-04,customer_25,experiment,FALSE,7110.00
2022-09-04,customer_25,experiment,TRUE,4170.00
2022-09-04,customer_26,control,FALSE,184.00
2022-09-04,customer_26,control,TRUE,17.00
2022-09-04,customer_26,experiment,FALSE,223.00
2022-09-04,customer_26,experiment,TRUE,47.00
2022-09-04,customer_27,control,FALSE,706.00
2022-09-04,customer_27,control,TRUE,47.00
2022-09-04,customer_27,experiment,FALSE,771.00
2022-09-04,customer_27,experiment,TRUE,59.00
2022-09-04,customer_28,control,FALSE,452.00
2022-09-04,customer_28,control,TRUE,217.00
2022-09-04,customer_28,experiment,FALSE,504.00
2022-09-04,customer_28,experiment,TRUE,222.00
2022-09-04,customer_29,control,FALSE,40.00
2022-09-04,customer_29,control,TRUE,23.00
2022-09-04,customer_29,experiment,FALSE,46.00
2022-09-04,customer_29,experiment,TRUE,16.00
2022-09-04,customer_30,control,FALSE,657.00
2022-09-04,customer_30,control,TRUE,45.00
2022-09-04,customer_30,experiment,FALSE,673.00
2022-09-04,customer_30,experiment,TRUE,65.00
2022-09-05,customer_1,control,FALSE,4022.00
2022-09-05,customer_1,control,TRUE,195.00
2022-09-05,customer_1,experiment,FALSE,3159.00
2022-09-05,customer_1,experiment,TRUE,1341.00
2022-09-05,customer_2,control,FALSE,2987.00
2022-09-05,customer_2,control,TRUE,274.00
2022-09-05,customer_2,experiment,FALSE,2933.00
2022-09-05,customer_2,experiment,TRUE,315.00
2022-09-05,customer_3,control,FALSE,2545.00
2022-09-05,customer_3,control,TRUE,595.00
2022-09-05,customer_3,experiment,FALSE,2187.00
2022-09-05,customer_3,experiment,TRUE,1781.00
2022-09-05,customer_4,control,FALSE,4142.00
2022-09-05,customer_4,control,TRUE,282.00
2022-09-05,customer_4,experiment,FALSE,4201.00
2022-09-05,customer_4,experiment,TRUE,285.00
2022-09-05,customer_5,control,FALSE,1270.00
2022-09-05,customer_5,control,TRUE,434.00
2022-09-05,customer_5,experiment,FALSE,1310.00
2022-09-05,customer_5,experiment,TRUE,437.00
2022-09-05,customer_6,control,FALSE,273.00
2022-09-05,customer_6,control,TRUE,12.00
2022-09-05,customer_6,experiment,FALSE,263.00
2022-09-05,customer_6,experiment,TRUE,15.00
2022-09-05,customer_7,control,FALSE,320.00
2022-09-05,customer_7,control,TRUE,39.00
2022-09-05,customer_7,experiment,FALSE,297.00
2022-09-05,customer_7,experiment,TRUE,123.00
2022-09-05,customer_8,control,FALSE,604.00
2022-09-05,customer_8,control,TRUE,64.00
2022-09-05,customer_8,experiment,FALSE,406.00
2022-09-05,customer_8,experiment,TRUE,316.00
2022-09-05,customer_9,control,FALSE,537.00
2022-09-05,customer_9,control,TRUE,102.00
2022-09-05,customer_9,experiment,FALSE,515.00
2022-09-05,customer_9,experiment,TRUE,87.00
2022-09-05,customer_10,control,FALSE,206.00
2022-09-05,customer_10,control,TRUE,184.00
2022-09-05,customer_10,experiment,FALSE,59.00
2022-09-05,customer_10,experiment,TRUE,2382.00
2022-09-05,customer_11,control,FALSE,2479.00
2022-09-05,customer_11,control,TRUE,2236.00
2022-09-05,customer_11,experiment,FALSE,2115.00
2022-09-05,customer_11,experiment,TRUE,2577.00
2022-09-05,customer_12,control,FALSE,623.00
2022-09-05,customer_12,control,TRUE,67.00
2022-09-05,customer_12,experiment,FALSE,604.00
2022-09-05,customer_12,experiment,TRUE,229.00
2022-09-05,customer_13,control,FALSE,24.00
2022-09-05,customer_13,experiment,FALSE,16.00
2022-09-05,customer_14,control,FALSE,958.00
2022-09-05,customer_14,control,TRUE,171.00
2022-09-05,customer_14,experiment,FALSE,733.00
2022-09-05,customer_14,experiment,TRUE,672.00
2022-09-05,customer_15,control,FALSE,553.00
2022-09-05,customer_15,control,TRUE,100.00
2022-09-05,customer_15,experiment,FALSE,578.00
2022-09-05,customer_15,experiment,TRUE,137.00
2022-09-05,customer_16,control,FALSE,5313.00
2022-09-05,customer_16,control,TRUE,332.00
2022-09-05,customer_16,experiment,FALSE,5330.00
2022-09-05,customer_16,experiment,TRUE,630.00
2022-09-05,customer_17,control,FALSE,1118.00
2022-09-05,customer_17,control,TRUE,14.00
2022-09-05,customer_17,experiment,FALSE,1104.00
2022-09-05,customer_17,experiment,TRUE,16.00
2022-09-05,customer_18,control,FALSE,335.00
2022-09-05,customer_18,control,TRUE,16.00
2022-09-05,customer_18,experiment,FALSE,282.00
2022-09-05,customer_18,experiment,TRUE,15.00
2022-09-05,customer_19,control,FALSE,78.00
2022-09-05,customer_19,control,TRUE,8.00
2022-09-05,customer_19,experiment,FALSE,88.00
2022-09-05,customer_19,experiment,TRUE,7.00
2022-09-05,customer_20,control,FALSE,469.00
2022-09-05,customer_20,control,TRUE,17.00
2022-09-05,customer_20,experiment,FALSE,530.00
2022-09-05,customer_20,experiment,TRUE,26.00
2022-09-05,customer_21,control,FALSE,30.00
2022-09-05,customer_21,control,TRUE,6.00
2022-09-05,customer_21,experiment,FALSE,29.00
2022-09-05,customer_21,experiment,TRUE,6.00
2022-09-05,customer_22,control,FALSE,147.00
2022-09-05,customer_22,control,TRUE,11.00
2022-09-05,customer_22,experiment,FALSE,119.00
2022-09-05,customer_22,experiment,TRUE,27.00
2022-09-05,customer_23,control,FALSE,124.00
2022-09-05,customer_23,control,TRUE,3.00
2022-09-05,customer_23,experiment,FALSE,97.00
2022-09-05,customer_23,experiment,TRUE,19.00
2022-09-05,customer_24,control,FALSE,643.00
2022-09-05,customer_24,control,TRUE,47.00
2022-09-05,customer_24,experiment,FALSE,593.00
2022-09-05,customer_24,experiment,TRUE,77.00
2022-09-05,customer_25,control,FALSE,8217.00
2022-09-05,customer_25,control,TRUE,2120.00
2022-09-05,customer_25,experiment,FALSE,7078.00
2022-09-05,customer_25,experiment,TRUE,4470.00
2022-09-05,customer_26,control,FALSE,192.00
2022-09-05,customer_26,control,TRUE,22.00
2022-09-05,customer_26,experiment,FALSE,226.00
2022-09-05,customer_26,experiment,TRUE,62.00
2022-09-05,customer_27,control,FALSE,631.00
2022-09-05,customer_27,control,TRUE,41.00
2022-09-05,customer_27,experiment,FALSE,713.00
2022-09-05,customer_27,experiment,TRUE,53.00
2022-09-05,customer_28,control,FALSE,443.00
2022-09-05,customer_28,control,TRUE,230.00
2022-09-05,customer_28,experiment,FALSE,479.00
2022-09-05,customer_28,experiment,TRUE,233.00
2022-09-05,customer_29,control,FALSE,30.00
2022-09-05,customer_29,control,TRUE,26.00
2022-09-05,customer_29,experiment,FALSE,46.00
2022-09-05,customer_29,experiment,TRUE,17.00
2022-09-05,customer_30,control,FALSE,617.00
2022-09-05,customer_30,control,TRUE,43.00
2022-09-05,customer_30,experiment,FALSE,614.00
2022-09-05,customer_30,experiment,TRUE,67.00
2022-09-06,customer_1,control,FALSE,3775.00
2022-09-06,customer_1,control,TRUE,209.00
2022-09-06,customer_1,experiment,FALSE,3250.00
2022-09-06,customer_1,experiment,TRUE,1219.00
2022-09-06,customer_2,control,FALSE,3029.00
2022-09-06,customer_2,control,TRUE,274.00
2022-09-06,customer_2,experiment,FALSE,3148.00
2022-09-06,customer_2,experiment,TRUE,337.00
2022-09-06,customer_3,control,FALSE,2605.00
2022-09-06,customer_3,control,TRUE,570.00
2022-09-06,customer_3,experiment,FALSE,2085.00
2022-09-06,customer_3,experiment,TRUE,1773.00
2022-09-06,customer_4,control,FALSE,4074.00
2022-09-06,customer_4,control,TRUE,250.00
2022-09-06,customer_4,experiment,FALSE,4133.00
2022-09-06,customer_4,experiment,TRUE,282.00
2022-09-06,customer_5,control,FALSE,1179.00
2022-09-06,customer_5,control,TRUE,395.00
2022-09-06,customer_5,experiment,FALSE,1266.00
2022-09-06,customer_5,experiment,TRUE,374.00
2022-09-06,customer_6,control,FALSE,200.00
2022-09-06,customer_6,control,TRUE,7.00
2022-09-06,customer_6,experiment,FALSE,200.00
2022-09-06,customer_6,experiment,TRUE,14.00
2022-09-06,customer_7,control,FALSE,336.00
2022-09-06,customer_7,control,TRUE,34.00
2022-09-06,customer_7,experiment,FALSE,306.00
2022-09-06,customer_7,experiment,TRUE,121.00
2022-09-06,customer_8,control,FALSE,522.00
2022-09-06,customer_8,control,TRUE,58.00
2022-09-06,customer_8,experiment,FALSE,368.00
2022-09-06,customer_8,experiment,TRUE,247.00
2022-09-06,customer_9,control,FALSE,482.00
2022-09-06,customer_9,control,TRUE,103.00
2022-09-06,customer_9,experiment,FALSE,487.00
2022-09-06,customer_9,experiment,TRUE,92.00
2022-09-06,customer_10,control,FALSE,206.00
2022-09-06,customer_10,control,TRUE,142.00
2022-09-06,customer_10,experiment,FALSE,44.00
2022-09-06,customer_10,experiment,TRUE,1962.00
2022-09-06,customer_11,control,FALSE,2356.00
2022-09-06,customer_11,control,TRUE,2050.00
2022-09-06,customer_11,experiment,FALSE,1937.00
2022-09-06,customer_11,experiment,TRUE,2569.00
2022-09-06,customer_12,control,FALSE,577.00
2022-09-06,customer_12,control,TRUE,56.00
2022-09-06,customer_12,experiment,FALSE,502.00
2022-09-06,customer_12,experiment,TRUE,221.00
2022-09-06,customer_13,control,FALSE,34.00
2022-09-06,customer_13,control,TRUE,1.00
2022-09-06,customer_13,experiment,FALSE,17.00
2022-09-06,customer_13,experiment,TRUE,2.00
2022-09-06,customer_14,control,FALSE,729.00
2022-09-06,customer_14,control,TRUE,165.00
2022-09-06,customer_14,experiment,FALSE,537.00
2022-09-06,customer_14,experiment,TRUE,559.00
2022-09-06,customer_15,control,FALSE,762.00
2022-09-06,customer_15,control,TRUE,99.00
2022-09-06,customer_15,experiment,FALSE,735.00
2022-09-06,customer_15,experiment,TRUE,141.00
2022-09-06,customer_16,control,FALSE,4922.00
2022-09-06,customer_16,control,TRUE,280.00
2022-09-06,customer_16,experiment,FALSE,4964.00
2022-09-06,customer_16,experiment,TRUE,597.00
2022-09-06,customer_17,control,FALSE,1111.00
2022-09-06,customer_17,control,TRUE,12.00
2022-09-06,customer_17,experiment,FALSE,1126.00
2022-09-06,customer_17,experiment,TRUE,14.00
2022-09-06,customer_18,control,FALSE,272.00
2022-09-06,customer_18,control,TRUE,7.00
2022-09-06,customer_18,experiment,FALSE,264.00
2022-09-06,customer_18,experiment,TRUE,12.00
2022-09-06,customer_19,control,FALSE,75.00
2022-09-06,customer_19,control,TRUE,4.00
2022-09-06,customer_19,experiment,FALSE,69.00
2022-09-06,customer_19,experiment,TRUE,7.00
2022-09-06,customer_20,control,FALSE,440.00
2022-09-06,customer_20,control,TRUE,15.00
2022-09-06,customer_20,experiment,FALSE,450.00
2022-09-06,customer_20,experiment,TRUE,14.00
2022-09-06,customer_21,control,FALSE,28.00
2022-09-06,customer_21,control,TRUE,1.00
2022-09-06,customer_21,experiment,FALSE,14.00
2022-09-06,customer_21,experiment,TRUE,6.00
2022-09-06,customer_22,control,FALSE,121.00
2022-09-06,customer_22,control,TRUE,20.00
2022-09-06,customer_22,experiment,FALSE,94.00
2022-09-06,customer_22,experiment,TRUE,33.00
2022-09-06,customer_23,control,FALSE,71.00
2022-09-06,customer_23,control,TRUE,4.00
2022-09-06,customer_23,experiment,FALSE,92.00
2022-09-06,customer_23,experiment,TRUE,6.00
2022-09-06,customer_24,control,FALSE,572.00
2022-09-06,customer_24,control,TRUE,55.00
2022-09-06,customer_24,experiment,FALSE,590.00
2022-09-06,customer_24,experiment,TRUE,68.00
2022-09-06,customer_25,control,FALSE,7463.00
2022-09-06,customer_25,control,TRUE,2253.00
2022-09-06,customer_25,experiment,FALSE,6933.00
2022-09-06,customer_25,experiment,TRUE,4403.00
2022-09-06,customer_26,control,FALSE,170.00
2022-09-06,customer_26,control,TRUE,24.00
2022-09-06,customer_26,experiment,FALSE,194.00
2022-09-06,customer_26,experiment,TRUE,54.00
2022-09-06,customer_27,control,FALSE,659.00
2022-09-06,customer_27,control,TRUE,43.00
